Date,AAPL,AMZN
2000-11-15,1.228981,29.5
2000-11-16,1.174875,27.8125
2000-11-17,1.143957,27.4375
2000-11-20,1.17101,25.8125
2000-11-21,1.163281,24.25
2000-11-22,1.143957,25.1875
2000-11-24,1.194199,28.9375
2000-11-27,1.155551,28.0
2000-11-28,1.114972,25.03125
2000-11-29,1.085986,26.9375
2000-11-30,1.020286,24.6875
2000-12-01,1.055069,24.625
2000-12-04,1.031881,26.5625
2000-12-05,1.051204,25.375
2000-12-06,0.885021,23.625
2000-12-07,0.885021,21.375
2000-12-08,0.931398,23.4375
2000-12-11,0.939127,25.3125
2000-12-12,0.950721,25.875
2000-12-13,0.927533,23.75
2000-12-14,0.89275,22.6875
2000-12-15,0.869562,22.875
2000-12-18,0.881157,19.875
2000-12-19,0.865697,18.25
2000-12-20,0.888886,16.6875
2000-12-21,0.869562,15.1875
2000-12-22,0.927533,15.5625
2000-12-26,0.908209,16.9375
2000-12-27,0.915939,16.875
2000-12-28,0.915939,17.375
2000-12-29,0.919804,15.5625
2001-01-02,0.919804,13.875
2001-01-03,1.012557,17.5625
2001-01-04,1.055069,15.5
2001-01-05,1.012557,14.5625
2001-01-08,1.024151,14.9375
2001-01-09,1.062798,16.375
2001-01-10,1.024151,16.5
2001-01-11,1.113039,17.0
2001-01-12,1.062798,17.6875
2001-01-16,1.058933,18.0625
2001-01-17,1.03961,18.375
2001-01-18,1.155551,19.5
2001-01-19,1.205793,19.9375
2001-01-22,1.190334,18.5
2001-01-23,1.267628,18.953125
2001-01-24,1.267628,21.875
2001-01-25,1.232846,19.0
2001-01-26,1.209657,19.5
2001-01-29,1.341058,20.125
2001-01-30,1.344923,18.9375
2001-01-31,1.337193,17.3125
2001-02-01,1.306276,16.25
2001-02-02,1.275358,14.375
2001-02-05,1.248305,14.4375
2001-02-06,1.306276,15.8125
2001-02-07,1.283087,15.0
2001-02-08,1.283087,14.375
2001-02-09,1.182604,13.375
2001-02-12,1.217387,14.5
2001-02-13,1.182604,13.75
2001-02-14,1.205793,14.4375
2001-02-15,1.240575,14.5
2001-02-16,1.174875,13.6875
2001-02-20,1.132363,12.5
2001-02-21,1.167145,11.9375
2001-02-22,1.163281,11.9375
2001-02-23,1.163281,11.8125
2001-02-26,1.205793,11.9375
2001-02-27,1.198063,11.75
2001-02-28,1.128498,10.1875
2001-03-01,1.159417,10.4375
2001-03-02,1.190334,10.0
2001-03-05,1.259899,12.625
2001-03-06,1.329464,11.875
2001-03-07,1.314005,12.25
2001-03-08,1.286952,11.6875
2001-03-09,1.252169,12.25
2001-03-12,1.151687,10.625
2001-03-13,1.209657,11.0
2001-03-14,1.263764,10.625
2001-03-15,1.217387,10.875
2001-03-16,1.213522,11.0
2001-03-19,1.271493,10.5
2001-03-20,1.217387,10.25
2001-03-21,1.24444,10.0
2001-03-22,1.337193,10.1875
2001-03-23,1.422217,10.1875
2001-03-26,1.346778,10.94
2001-03-27,1.414178,11.64
2001-03-28,1.370894,10.8
2001-03-29,1.393155,10.0
2001-03-30,1.36471,10.23
2001-04-02,1.335029,9.1
2001-04-03,1.251551,8.63
2001-04-04,1.205793,8.4
2001-04-05,1.290507,9.12
2001-04-06,1.273194,8.37
2001-04-09,1.270102,11.18
2001-04-10,1.362855,12.01
2001-04-11,1.348014,13.32
2001-04-12,1.386352,14.67
2001-04-16,1.325753,14.03
2001-04-17,1.261445,14.74
2001-04-18,1.409231,16.540001
2001-04-19,1.59041,15.99
2001-04-20,1.548362,15.78
2001-04-23,1.499511,16.200001
2001-04-24,1.485908,15.68
2001-04-25,1.528575,16.09
2001-04-26,1.526719,15.43
2001-04-27,1.620091,15.27
2001-04-30,1.576187,15.78
2001-05-01,1.603395,16.889999
2001-05-02,1.644207,17.110001
2001-05-03,1.543415,16.75
2001-05-04,1.592265,17.559999
2001-05-07,1.543415,16.92
2001-05-08,1.519299,16.18
2001-05-09,1.482816,15.01
2001-05-10,1.422217,14.62
2001-05-11,1.412942,14.68
2001-05-14,1.440149,13.33
2001-05-15,1.433348,13.54
2001-05-16,1.490236,14.13
2001-05-17,1.456227,14.78
2001-05-18,1.45499,14.72
2001-05-21,1.456845,16.379999
2001-05-22,1.453135,16.25
2001-05-23,1.436439,15.6
2001-05-24,1.434584,16.75
2001-05-25,1.407377,17.09
2001-05-29,1.327609,17.219999
2001-05-30,1.223107,15.66
2001-05-31,1.233619,16.690001
2001-06-01,1.291744,16.950001
2001-06-04,1.277522,16.91
2001-06-05,1.294836,16.440001
2001-06-06,1.281851,15.99
2001-06-07,1.339357,16.129999
2001-06-08,1.318333,15.7
2001-06-11,1.239184,14.86
2001-06-12,1.25588,14.64
2001-06-13,1.265773,14.12
2001-06-14,1.22929,13.29
2001-06-15,1.263918,12.49
2001-06-18,1.257116,11.83
2001-06-19,1.248459,11.36
2001-06-20,1.339976,12.53
2001-06-21,1.390681,13.08
2001-06-22,1.376459,12.4
2001-06-25,1.483434,12.81
2001-06-26,1.468594,13.25
2001-06-27,1.443241,14.04
2001-06-28,1.455608,14.36
2001-06-29,1.437676,14.15
2001-07-02,1.477869,14.53
2001-07-03,1.474159,14.13
2001-07-05,1.433966,15.27
2001-07-06,1.362237,15.27
2001-07-09,1.403666,15.81
2001-07-10,1.307203,15.61
2001-07-11,1.393773,15.34
2001-07-12,1.506313,16.49
2001-07-13,1.536613,16.98
2001-07-16,1.481579,16.01
2001-07-17,1.552072,16.35
2001-07-18,1.285561,15.96
2001-07-19,1.234237,16.49
2001-07-20,1.235474,16.98
2001-07-23,1.208266,16.030001
2001-07-24,1.18044,12.06
2001-07-25,1.142102,11.51
2001-07-26,1.149522,12.33
2001-07-27,1.172401,12.25
2001-07-30,1.170547,12.55
2001-07-31,1.16189,12.49
2001-08-01,1.178585,12.5
2001-08-02,1.22558,12.19
2001-08-03,1.205793,12.15
2001-08-06,1.182914,11.9
2001-08-07,1.190334,11.6
2001-08-08,1.168691,11.11
2001-08-09,1.177966,10.46
2001-08-10,1.176112,9.95
2001-08-13,1.18044,10.12
2001-08-14,1.15818,10.53
2001-08-15,1.140247,10.08
2001-08-16,1.153233,9.81
2001-08-17,1.117368,9.99
2001-08-20,1.12046,10.4
2001-08-21,1.108093,9.89
2001-08-22,1.126025,10.2
2001-08-23,1.101291,9.63
2001-08-24,1.148286,10.23
2001-08-27,1.169928,10.13
2001-08-28,1.137774,9.97
2001-08-29,1.102528,9.19
2001-08-30,1.102528,8.69
2001-08-31,1.147049,8.94
2001-09-04,1.128498,8.59
2001-09-05,1.147049,7.65
2001-09-06,1.095726,8.15
2001-09-07,1.068518,8.51
2001-09-10,1.074083,8.63
2001-09-17,1.050586,7.49
2001-09-18,1.006683,7.29
2001-09-19,1.052441,7.31
2001-09-20,0.969581,7.48
2001-09-21,0.972673,7.48
2001-09-24,1.017195,7.46
2001-09-25,0.960924,7.09
2001-09-26,0.936808,6.35
2001-09-27,0.959069,6.2
2001-09-28,0.959069,5.97
2001-10-01,0.960924,6.01
2001-10-02,0.930625,6.08
2001-10-03,0.926296,6.76
2001-10-04,0.981949,7.04
2001-10-05,0.998026,7.2
2001-10-08,1.001735,7.12
2001-10-09,0.989369,6.91
2001-10-10,1.040074,7.26
2001-10-11,1.096962,7.85
2001-10-12,1.113658,8.07
2001-10-15,1.112421,8.88
2001-10-16,1.113658,9.56
2001-10-17,1.050586,8.92
2001-10-18,1.113039,8.47
2001-10-19,1.13159,8.01
2001-10-22,1.176112,8.77
2001-10-23,1.121696,9.55
2001-10-24,1.171783,7.64
2001-10-25,1.186624,7.77
2001-10-26,1.154469,7.56
2001-10-29,1.09016,7.05
2001-10-30,1.088305,6.42
2001-10-31,1.085832,6.98
2001-11-01,1.149522,6.95
2001-11-02,1.148286,6.71
2001-11-05,1.179204,6.99
2001-11-06,1.210121,7.05
2001-11-07,1.211358,7.43
2001-11-08,1.156943,6.97
2001-11-09,1.156943,7.12
2001-11-12,1.159417,7.05
2001-11-13,1.197754,7.29
2001-11-14,1.212595,9.49
2001-11-15,1.202701,9.05
2001-11-16,1.17302,8.95
2001-11-19,1.236711,9.19
2001-11-20,1.207648,8.6
2001-11-21,1.216923,8.8
2001-11-23,1.226817,9.08
2001-11-26,1.321425,12.21
2001-11-27,1.298546,11.48
2001-11-28,1.269484,11.59
2001-11-29,1.262681,11.15
2001-11-30,1.317097,11.32
2001-12-03,1.301638,10.49
2001-12-04,1.385116,11.93
2001-12-05,1.469212,11.76
2001-12-06,1.408613,12.1
2001-12-07,1.393773,11.71
2001-12-10,1.393773,11.65
2001-12-11,1.346778,12.24
2001-12-12,1.328845,11.91
2001-12-13,1.298546,10.89
2001-12-14,1.260827,11.0
2001-12-17,1.275048,10.81
2001-12-18,1.299165,10.86
2001-12-19,1.336884,10.71
2001-12-20,1.27814,10.15
2001-12-21,1.298546,10.0
2001-12-24,1.320807,9.83
2001-12-26,1.328845,11.1
2001-12-27,1.36471,10.6
2001-12-28,1.386971,10.9
2001-12-31,1.354198,10.82
2002-01-02,1.440768,10.96
2002-01-03,1.458082,11.9
2002-01-04,1.464884,12.25
2002-01-07,1.416034,12.34
2002-01-08,1.398101,11.85
2002-01-09,1.338739,11.53
2002-01-10,1.312768,11.04
2002-01-11,1.301638,11.03
2002-01-14,1.307822,10.11
2002-01-15,1.34183,10.29
2002-01-16,1.284942,9.13
2002-01-17,1.390062,9.74
2002-01-18,1.370894,10.16
2002-01-22,1.349251,12.6
2002-01-23,1.423454,12.47
2002-01-24,1.435203,14.01
2002-01-25,1.437676,14.44
2002-01-28,1.438913,15.5
2002-01-29,1.426546,14.22
2002-01-30,1.489618,13.9
2002-01-31,1.528575,14.19
2002-02-01,1.509405,13.73
2002-02-04,1.56753,12.53
2002-02-05,1.573714,11.5
2002-02-06,1.525483,11.26
2002-02-07,1.502603,11.24
2002-02-08,1.485908,12.52
2002-02-11,1.544652,13.3
2002-02-12,1.527956,12.9
2002-02-13,1.546507,13.29
2002-02-14,1.521154,13.88
2002-02-15,1.477869,13.41
2002-02-19,1.39872,13.01
2002-02-20,1.430256,12.96
2002-02-21,1.329464,13.26
2002-02-22,1.40614,13.07
2002-02-25,1.472304,13.73
2002-02-26,1.463647,14.4
2002-02-27,1.357908,14.27
2002-02-28,1.34183,14.1
2002-03-01,1.450043,15.39
2002-03-04,1.501985,16.48
2002-03-05,1.45499,15.97
2002-03-06,1.488381,16.33
2002-03-07,1.50755,15.62
2002-03-08,1.524864,16.35
2002-03-11,1.549599,16.709999
2002-03-12,1.528575,16.309999
2002-03-13,1.514352,15.74
2002-03-14,1.510642,14.48
2002-03-15,1.542796,14.03
2002-03-18,1.529811,15.01
2002-03-19,1.536613,14.66
2002-03-20,1.540941,14.5
2002-03-21,1.500748,15.17
2002-03-22,1.489618,15.53
2002-03-25,1.44386,14.74
2002-03-26,1.450662,14.83
2002-03-27,1.45128,14.25
2002-03-28,1.463647,14.3
2002-04-01,1.512497,14.8
2002-04-02,1.488381,14.25
2002-04-03,1.468594,13.67
2002-04-04,1.539705,13.54
2002-04-05,1.529811,13.5
2002-04-08,1.518681,13.95
2002-04-09,1.490236,13.6
2002-04-10,1.524864,13.48
2002-04-11,1.537231,12.74
2002-04-12,1.549599,13.31
2002-04-15,1.545888,13.89
2002-04-16,1.591646,14.01
2002-04-17,1.614526,14.82
2002-04-18,1.571241,14.26
2002-04-19,1.544652,14.53
2002-04-22,1.516826,14.31
2002-04-23,1.499511,14.06
2002-04-24,1.469831,16.790001
2002-04-25,1.491473,16.82
2002-04-26,1.422836,16.91
2002-04-29,1.481579,16.18
2002-04-30,1.500748,16.690001
2002-05-01,1.482816,16.49
2002-05-02,1.464884,16.32
2002-05-03,1.453753,16.049999
2002-05-06,1.400574,16.120001
2002-05-07,1.389444,16.110001
2002-05-08,1.506932,17.32
2002-05-09,1.495801,17.73
2002-05-10,1.442005,16.940001
2002-05-13,1.480342,17.32
2002-05-14,1.583608,18.809999
2002-05-15,1.563202,19.940001
2002-05-16,1.558874,19.610001
2002-05-17,1.546507,19.16
2002-05-20,1.529811,19.389999
2002-05-21,1.450662,18.76
2002-05-22,1.50384,18.75
2002-05-23,1.557019,19.450001
2002-05-24,1.493328,19.469999
2002-05-28,1.482816,19.059999
2002-05-29,1.482816,18.91
2002-05-30,1.49642,18.370001
2002-05-31,1.440768,18.23
2002-06-03,1.416652,17.959999
2002-06-04,1.408613,17.969999
2002-06-05,1.404903,17.99
2002-06-06,1.370276,18.17
2002-06-07,1.32328,18.58
2002-06-10,1.328227,17.299999
2002-06-11,1.265155,17.139999
2002-06-12,1.242276,17.08
2002-06-13,1.208266,17.43
2002-06-14,1.242894,16.82
2002-06-17,1.270102,18.41
2002-06-18,1.245986,18.780001
2002-06-19,1.058625,18.299999
2002-06-20,1.058006,17.549999
2002-06-21,1.041929,17.530001
2002-06-24,1.0679,17.51
2002-06-25,1.059861,15.34
2002-06-26,1.023378,15.85
2002-06-27,1.054914,15.86
2002-06-28,1.095726,16.25
2002-07-01,1.054914,13.55
2002-07-02,1.047494,13.32
2002-07-03,1.085214,14.25
2002-07-05,1.158798,15.21
2002-07-08,1.113658,14.94
2002-07-09,1.083977,15.6
2002-07-10,1.070991,14.96
2002-07-11,1.13159,15.55
2002-07-12,1.08274,15.43
2002-07-15,1.127262,15.94
2002-07-16,1.104382,16.290001
2002-07-17,0.96649,16.16
2002-07-18,0.926914,15.55
2002-07-19,0.92506,15.29
2002-07-22,0.922586,15.5
2002-07-23,0.89476,14.55
2002-07-24,0.9399,14.1
2002-07-25,0.887958,12.49
2002-07-26,0.886721,12.93
2002-07-29,0.92877,14.33
2002-07-30,0.954122,14.77
2002-07-31,0.94361,14.45
2002-08-01,0.915166,14.16
2002-08-02,0.893523,13.84
2002-08-05,0.865079,12.87
2002-08-06,0.911456,13.74
2002-08-07,0.929388,13.6
2002-08-08,0.946083,13.9
2002-08-09,0.927533,14.26
2002-08-12,0.926914,14.46
2002-08-13,0.90218,13.93
2002-08-14,0.938045,13.91
2002-08-15,0.965253,14.62
2002-08-16,0.97762,14.9
2002-08-19,0.988132,15.5
2002-08-20,0.983803,15.98
2002-08-21,0.996789,15.38
2002-08-22,0.987513,15.73
2002-08-23,0.972673,15.17
2002-08-26,0.960306,14.93
2002-08-27,0.918258,14.52
2002-08-28,0.908982,14.57
2002-08-29,0.908982,15.14
2002-08-30,0.912074,14.94
2002-09-03,0.868789,14.6
2002-09-04,0.895378,14.83
2002-09-05,0.876828,14.25
2002-09-06,0.889195,15.31
2002-09-09,0.888576,16.51
2002-09-10,0.886103,17.129999
2002-09-11,0.88363,17.110001
2002-09-12,0.874354,16.75
2002-09-13,0.876209,16.610001
2002-09-16,0.896615,16.709999
2002-09-17,0.915166,17.35
2002-09-18,0.92877,17.73
2002-09-19,0.901562,17.209999
2002-09-20,0.919494,15.86
2002-09-23,0.918258,16.049999
2002-09-24,0.905272,15.93
2002-09-25,0.923205,15.73
2002-09-26,0.908982,17.15
2002-09-27,0.910219,17.01
2002-09-30,0.896615,15.93
2002-10-01,0.897234,16.950001
2002-10-02,0.876209,17.01
2002-10-03,0.884248,16.75
2002-10-04,0.867553,16.549999
2002-10-07,0.851475,16.639999
2002-10-08,0.84591,16.940001
2002-10-09,0.840345,16.860001
2002-10-10,0.872499,17.959999
2002-10-11,0.897234,18.459999
2002-10-14,0.913311,19.200001
2002-10-15,0.937426,18.940001
2002-10-16,0.900325,19.49
2002-10-17,0.872499,18.74
2002-10-18,0.886721,19.040001
2002-10-21,0.900325,19.26
2002-10-22,0.908982,19.379999
2002-10-23,0.920113,19.75
2002-10-24,0.908364,19.860001
2002-10-25,0.953504,19.299999
2002-10-28,0.965253,18.59
2002-10-29,0.954741,18.57
2002-10-30,0.988132,19.08
2002-10-31,0.993697,19.360001
2002-11-01,1.011629,19.799999
2002-11-04,1.044402,18.780001
2002-11-05,1.04502,18.719999
2002-11-06,1.064808,19.34
2002-11-07,0.989369,19.120001
2002-11-08,0.979475,19.51
2002-11-11,0.937426,19.0
2002-11-12,0.967108,19.82
2002-11-13,0.964016,20.41
2002-11-14,1.007919,21.209999
2002-11-15,0.986277,22.209999
2002-11-18,0.967726,22.42
2002-11-19,0.944228,21.290001
2002-11-20,0.960306,22.9
2002-11-21,1.011011,23.4
2002-11-22,0.989987,23.99
2002-11-25,0.987513,24.25
2002-11-26,0.952885,23.4
2002-11-27,0.972054,24.08
2002-11-29,0.95845,23.35
2002-12-02,0.938663,24.110001
2002-12-03,0.937426,23.74
2002-12-04,0.925678,23.389999
2002-12-05,0.904654,22.58
2002-12-06,0.924441,22.610001
2002-12-09,0.912074,21.68
2002-12-10,0.944847,21.860001
2002-12-11,0.957833,22.129999
2002-12-12,0.939282,22.299999
2002-12-13,0.914547,22.18
2002-12-16,0.918258,22.51
2002-12-17,0.93248,22.459999
2002-12-18,0.900944,22.1
2002-12-19,0.878064,21.690001
2002-12-20,0.874354,21.93
2002-12-23,0.895997,22.24
2002-12-24,0.887958,21.879999
2002-12-26,0.890432,20.299999
2002-12-27,0.869407,18.860001
2002-12-30,0.870026,19.25
2002-12-31,0.886103,18.889999
2003-01-02,0.915166,19.57
2003-01-03,0.921349,20.52
2003-01-06,0.921349,20.700001
2003-01-07,0.918258,21.549999
2003-01-08,0.899707,21.02
2003-01-09,0.907746,21.450001
2003-01-10,0.910219,21.32
2003-01-13,0.904654,22.040001
2003-01-14,0.903417,22.74
2003-01-15,0.892287,22.27
2003-01-16,0.904035,21.799999
2003-01-17,0.871881,21.4
2003-01-21,0.866934,21.08
2003-01-22,0.858277,21.17
2003-01-23,0.876209,21.790001
2003-01-24,0.85333,22.110001
2003-01-27,0.873736,21.780001
2003-01-28,0.901562,21.620001
2003-01-29,0.923205,22.08
2003-01-30,0.885485,21.82
2003-01-31,0.887958,21.85
2003-02-03,0.906509,22.16
2003-02-04,0.902799,22.049999
2003-02-05,0.893523,22.17
2003-02-06,0.892287,22.09
2003-02-07,0.874973,21.440001
2003-02-10,0.88734,21.4
2003-02-11,0.88734,20.780001
2003-02-12,0.889813,21.129999
2003-02-13,0.899089,20.059999
2003-02-14,0.907127,20.059999
2003-02-18,0.944228,21.389999
2003-02-19,0.918258,21.190001
2003-02-20,0.913311,21.360001
2003-02-21,0.927533,21.780001
2003-02-24,0.911456,21.780001
2003-02-25,0.92877,21.879999
2003-02-26,0.896615,21.639999
2003-02-27,0.918876,21.620001
2003-02-28,0.928151,22.01
2003-03-03,0.90589,21.809999
2003-03-04,0.900325,22.27
2003-03-05,0.904035,22.42
2003-03-06,0.900325,22.690001
2003-03-07,0.89847,22.969999
2003-03-10,0.888576,22.879999
2003-03-11,0.879919,22.780001
2003-03-12,0.879301,23.360001
2003-03-13,0.910219,24.42
2003-03-14,0.913929,24.709999
2003-03-17,0.928151,26.549999
2003-03-18,0.927533,26.780001
2003-03-19,0.924441,26.540001
2003-03-20,0.921968,27.450001
2003-03-21,0.927533,27.93
2003-03-24,0.888576,26.23
2003-03-25,0.899707,26.9
2003-03-26,0.89105,27.76
2003-03-27,0.895997,27.77
2003-03-28,0.900944,27.18
2003-03-31,0.874354,26.030001
2003-04-01,0.875591,25.540001
2003-04-02,0.902799,26.379999
2003-04-03,0.894142,26.65
2003-04-04,0.89105,26.219999
2003-04-07,0.895997,26.82
2003-04-08,0.893523,26.52
2003-04-09,0.877446,25.059999
2003-04-10,0.888576,25.67
2003-04-11,0.816229,25.75
2003-04-14,0.839726,25.049999
2003-04-15,0.827978,25.129999
2003-04-16,0.818702,24.379999
2003-04-17,0.811282,24.99
2003-04-21,0.812519,25.25
2003-04-22,0.835398,25.58
2003-04-23,0.839726,25.43
2003-04-24,0.83107,25.120001
2003-04-25,0.825504,28.969999
2003-04-28,0.85704,29.110001
2003-04-29,0.869407,28.889999
2003-04-30,0.879301,28.690001
2003-05-01,0.887958,28.66
2003-05-02,0.893523,29.43
2003-05-05,0.994934,29.959999
2003-05-06,1.082122,30.879999
2003-05-07,1.091397,30.700001
2003-05-08,1.113039,30.450001
2003-05-09,1.13159,30.959999
2003-05-12,1.147667,31.700001
2003-05-13,1.154469,32.950001
2003-05-14,1.147049,32.599998
2003-05-15,1.15818,32.630001
2003-05-16,1.162508,33.049999
2003-05-19,1.119223,31.559999
2003-05-20,1.100054,31.48
2003-05-21,1.103764,31.75
2003-05-22,1.12788,33.0
2003-05-23,1.132827,32.720001
2003-05-27,1.167455,34.849998
2003-05-28,1.130353,34.860001
2003-05-29,1.119223,35.549999
2003-05-30,1.109948,35.889999
2003-06-02,1.07903,35.400002
2003-06-03,1.070373,35.23
2003-06-04,1.088305,35.389999
2003-06-05,1.090779,35.52
2003-06-06,1.06048,33.349998
2003-06-09,1.038219,33.68
2003-06-10,1.062334,34.07
2003-06-11,1.07903,34.650002
2003-06-12,1.098817,35.200001
2003-06-13,1.077175,34.130001
2003-06-16,1.129735,35.84
2003-06-17,1.124788,35.84
2003-06-18,1.182295,35.849998
2003-06-19,1.183532,35.5
2003-06-20,1.187242,35.040001
2003-06-23,1.178585,35.580002
2003-06-24,1.161271,35.400002
2003-06-25,1.18044,35.389999
2003-06-26,1.192807,36.720001
2003-06-27,1.15818,36.299999
2003-06-30,1.178585,36.32
2003-07-01,1.18044,37.25
2003-07-02,1.191571,37.849998
2003-07-03,1.182914,37.919998
2003-07-07,1.228672,39.049999
2003-07-08,1.261445,40.509998
2003-07-09,1.229909,40.5
2003-07-10,1.21074,38.25
2003-07-11,1.227435,37.650002
2003-07-14,1.230527,39.27
2003-07-15,1.212595,38.43
2003-07-16,1.228672,37.68
2003-07-17,1.292363,36.32
2003-07-18,1.289889,34.98
2003-07-21,1.27443,35.330002
2003-07-22,1.286179,34.869999
2003-07-23,1.285561,40.110001
2003-07-24,1.268247,41.310001
2003-07-25,1.331937,41.599998
2003-07-28,1.297928,42.080002
2003-07-29,1.281232,41.389999
2003-07-30,1.254025,40.66
2003-07-31,1.303493,41.639999
2003-08-01,1.281851,40.029999
2003-08-04,1.311532,39.650002
2003-08-05,1.260208,38.669998
2003-08-06,1.213831,38.939999
2003-08-07,1.232382,39.009998
2003-08-08,1.21445,39.150002
2003-08-11,1.215686,38.93
2003-08-12,1.21816,39.849998
2003-08-13,1.247841,40.209999
2003-08-14,1.234855,40.299999
2003-08-15,1.218778,40.099998
2003-08-18,1.257735,43.02
2003-08-19,1.256498,43.57
2003-08-20,1.299165,43.759998
2003-08-21,1.340594,45.700001
2003-08-22,1.291126,45.220001
2003-08-25,1.289889,45.849998
2003-08-26,1.301638,45.93
2003-08-27,1.328227,45.880001
2003-08-28,1.37213,45.939999
2003-08-29,1.398101,46.32
2003-09-02,1.412942,47.330002
2003-09-03,1.419125,46.189999
2003-09-04,1.411705,47.290001
2003-09-05,1.391299,46.52
2003-09-08,1.40614,47.279999
2003-09-09,1.383261,46.68
2003-09-10,1.371513,46.220001
2003-09-11,1.39501,45.189999
2003-09-12,1.428401,45.68
2003-09-15,1.373367,45.509998
2003-09-16,1.382643,46.240002
2003-09-17,1.367802,46.16
2003-09-18,1.414797,47.889999
2003-09-19,1.396246,47.580002
2003-09-22,1.365328,47.470001
2003-09-23,1.386971,50.439999
2003-09-24,1.318333,49.610001
2003-09-25,1.263299,50.049999
2003-09-26,1.279377,48.560001
2003-09-29,1.317097,49.860001
2003-09-30,1.281232,48.43
2003-10-01,1.285561,49.119999
2003-10-02,1.271957,50.09
2003-10-03,1.341213,52.889999
2003-10-06,1.378314,54.150002
2003-10-07,1.435821,54.91
2003-10-08,1.425927,55.700001
2003-10-09,1.450043,57.860001
2003-10-10,1.464265,58.060001
2003-10-13,1.505695,58.299999
2003-10-14,1.518062,59.91
2003-10-15,1.534758,58.549999
2003-10-16,1.437676,59.91
2003-10-17,1.406758,59.689999
2003-10-20,1.435821,59.59
2003-10-21,1.433348,59.349998
2003-10-22,1.407377,54.029999
2003-10-23,1.421599,54.32
2003-10-24,1.397483,54.509998
2003-10-27,1.397483,54.82
2003-10-28,1.466739,56.73
2003-10-29,1.464884,56.689999
2003-10-30,1.427782,55.830002
2003-10-31,1.415415,54.43
2003-11-03,1.431493,56.740002
2003-11-04,1.416652,56.860001
2003-11-05,1.424072,56.740002
2003-11-06,1.429637,54.990002
2003-11-07,1.391299,54.310001
2003-11-10,1.354198,51.98
2003-11-11,1.331937,52.23
2003-11-12,1.380787,54.130001
2003-11-13,1.386352,54.799999
2003-11-14,1.32699,52.450001
2003-11-17,1.306585,50.360001
2003-11-18,1.262063,48.5
2003-11-19,1.262681,49.529999
2003-11-20,1.260208,48.849998
2003-11-21,1.254025,48.580002
2003-11-24,1.307822,51.330002
2003-11-25,1.278759,52.470001
2003-11-26,1.281232,52.959999
2003-11-28,1.292981,53.970001
2003-12-01,1.342449,54.650002
2003-12-02,1.331937,53.93
2003-12-03,1.300401,51.509998
2003-12-04,1.307822,51.799999
2003-12-05,1.289271,51.560001
2003-12-08,1.301638,51.080002
2003-12-09,1.264536,49.34
2003-12-10,1.260208,49.200001
2003-12-11,1.311532,50.799999
2003-12-12,1.291744,50.990002
2003-12-15,1.247222,50.41
2003-12-16,1.244131,49.5
2003-12-17,1.22929,47.580002
2003-12-18,1.239184,48.75
2003-12-19,1.21816,49.240002
2003-12-22,1.227435,49.889999
